walk_size, nworkers, batch_size, |V|, |E|, tempo, memoria
16,2,15,11,10,0.4644773006439209,530268
16,2,15,11,10,0.42453837394714355,530724
16,2,15,11,10,0.4455742835998535,530264
16,2,15,11,10,0.4611661434173584,530924
16,2,15,11,10,0.4185340404510498,531236
18,2,15,7,7,0.1437063217163086,532316
18,2,15,7,7,0.1446375846862793,532512
18,2,15,7,7,0.14666295051574707,532972
18,2,15,7,7,0.15416765213012695,532500
18,2,15,7,7,0.14894580841064453,532724
2,2,25,6,5,0.17705655097961426,531036
2,2,25,6,5,0.17050528526306152,530808
2,2,25,6,5,0.1935746669769287,530984
2,2,25,6,5,0.1605377197265625,531160
2,2,25,6,5,0.17540216445922852,530560
4,2,25,8,7,0.16373753547668457,531600
4,2,25,8,7,0.17450475692749023,531360
4,2,25,8,7,0.17631793022155762,531024
4,2,25,8,7,0.1743028163909912,531688
4,2,25,8,7,0.18585848808288574,531508
6,2,25,8,7,0.1598811149597168,531504
6,2,25,8,7,0.1470947265625,531748
6,2,25,8,7,0.1468658447265625,531104
6,2,25,8,7,0.15056657791137695,531476
6,2,25,8,7,0.14007949829101562,531652
8,2,25,8,7,0.13287830352783203,530868
8,2,25,8,7,0.12488722801208496,531140
8,2,25,8,7,0.13802528381347656,531108
8,2,25,8,7,0.14185595512390137,531232
8,2,25,8,7,0.13614583015441895,530520
10,2,25,10,10,0.13112568855285645,530048
10,2,25,10,10,0.13552021980285645,529868
10,2,25,10,10,0.1205751895904541,530176
10,2,25,10,10,0.12050604820251465,530124
10,2,25,10,10,0.12579655647277832,530056
12,2,25,8,7,0.12699055671691895,530528
12,2,25,8,7,0.12415385246276855,530320
12,2,25,8,7,0.12929701805114746,530196
12,2,25,8,7,0.13330650329589844,530724
12,2,25,8,7,0.1299724578857422,530636
14,2,25,13,14,0.5952136516571045,530880
14,2,25,13,14,0.5549523830413818,531344
14,2,25,13,14,0.5778605937957764,530344
14,2,25,13,14,0.5490243434906006,531392
14,2,25,13,14,0.5878274440765381,530408
16,2,25,11,10,0.40538477897644043,530160
16,2,25,11,10,0.36950182914733887,530928
16,2,25,11,10,0.379410982131958,531028
16,2,25,11,10,0.41054821014404297,530372
16,2,25,11,10,0.40174412727355957,530964
18,2,25,7,7,0.1202552318572998,531736
18,2,25,7,7,0.11282515525817871,531808
18,2,25,7,7,0.11951518058776855,532984
18,2,25,7,7,0.11510515213012695,531592
18,2,25,7,7,0.12189483642578125,531448
2,4,5,6,5,0.2719132900238037,530532
2,4,5,6,5,0.2784297466278076,529888
2,4,5,6,5,0.25016331672668457,531060
2,4,5,6,5,0.2737460136413574,529976
2,4,5,6,5,0.2714219093322754,531312
4,4,5,8,7,0.249664306640625,531412
4,4,5,8,7,0.2638359069824219,531732
4,4,5,8,7,0.2510871887207031,531200
4,4,5,8,7,0.27732205390930176,532260
4,4,5,8,7,0.2810945510864258,531320
6,4,5,8,7,0.270916223526001,532008
6,4,5,8,7,0.24202919006347656,531972
6,4,5,8,7,0.25712132453918457,531160
6,4,5,8,7,0.2415783405303955,532320
6,4,5,8,7,0.26837897300720215,532276
8,4,5,8,7,0.24839234352111816,530532
8,4,5,8,7,0.2489793300628662,530248
8,4,5,8,7,0.23995447158813477,530960
8,4,5,8,7,0.23470664024353027,532012
8,4,5,8,7,0.23694968223571777,530404
10,4,5,10,10,0.253936767578125,530132
10,4,5,10,10,0.23570036888122559,529920
10,4,5,10,10,0.21977877616882324,530092
10,4,5,10,10,0.23174476623535156,530148
10,4,5,10,10,0.23886322975158691,529812
12,4,5,8,7,0.23643255233764648,531288
12,4,5,8,7,0.24242711067199707,530716
12,4,5,8,7,0.23967957496643066,530928
12,4,5,8,7,0.22725653648376465,531416
12,4,5,8,7,0.2539787292480469,530088
14,4,5,13,14,0.5261147022247314,530880
14,4,5,13,14,0.5633735656738281,531132
14,4,5,13,14,0.5731537342071533,530912
14,4,5,13,14,0.5479204654693604,530852
14,4,5,13,14,0.5724396705627441,531220
16,4,5,11,10,0.41921472549438477,530124
16,4,5,11,10,0.43393659591674805,530240
16,4,5,11,10,0.4088408946990967,530088
16,4,5,11,10,0.41977739334106445,530568
16,4,5,11,10,0.4111359119415283,531316
18,4,5,7,7,0.2500121593475342,531380
18,4,5,7,7,0.2225179672241211,530604
18,4,5,7,7,0.23599600791931152,531596
18,4,5,7,7,0.23362445831298828,531492
18,4,5,7,7,0.2142326831817627,532116
2,4,15,6,5,0.1465144157409668,530544
2,4,15,6,5,0.1464834213256836,530764
2,4,15,6,5,0.1494448184967041,530604
2,4,15,6,5,0.16064739227294922,530804
2,4,15,6,5,0.14116287231445312,531212
4,4,15,8,7,0.15225577354431152,531272
4,4,15,8,7,0.15857291221618652,531720
4,4,15,8,7,0.1621084213256836,531480
4,4,15,8,7,0.14098858833312988,531588
4,4,15,8,7,0.1444263458251953,531476
6,4,15,8,7,0.12640976905822754,531440
6,4,15,8,7,0.1199197769165039,531428
6,4,15,8,7,0.11422133445739746,531880
6,4,15,8,7,0.12618660926818848,531432
6,4,15,8,7,0.11192488670349121,531796
8,4,15,8,7,0.10355305671691895,531492
8,4,15,8,7,0.10570693016052246,530836
8,4,15,8,7,0.11426210403442383,530700
8,4,15,8,7,0.11374497413635254,531096
8,4,15,8,7,0.11869692802429199,531056
10,4,15,10,10,0.10085320472717285,529680
10,4,15,10,10,0.10209441184997559,530020
10,4,15,10,10,0.09124898910522461,529992
10,4,15,10,10,0.0953361988067627,529984
10,4,15,10,10,0.09516620635986328,530112
12,4,15,8,7,0.09984230995178223,531664
12,4,15,8,7,0.09853029251098633,531804
12,4,15,8,7,0.1000981330871582,531368
12,4,15,8,7,0.10991215705871582,531424
12,4,15,8,7,0.10758304595947266,530356
14,4,15,13,14,0.4136180877685547,531444
14,4,15,13,14,0.4278717041015625,531580
14,4,15,13,14,0.40660953521728516,530152
14,4,15,13,14,0.43163585662841797,529752
14,4,15,13,14,0.4109330177307129,531092
16,4,15,11,10,0.31351685523986816,530548
16,4,15,11,10,0.3175466060638428,530332
16,4,15,11,10,0.3050811290740967,530756
16,4,15,11,10,0.2830362319946289,530528
16,4,15,11,10,0.2786071300506592,530772
18,4,15,7,7,0.12026166915893555,532220
18,4,15,7,7,0.10276103019714355,531572
18,4,15,7,7,0.11017370223999023,532624
18,4,15,7,7,0.09733843803405762,531848
18,4,15,7,7,0.10338020324707031,531528
2,4,25,6,5,0.11340856552124023,530984
2,4,25,6,5,0.11971187591552734,530644
2,4,25,6,5,0.1268472671508789,531200
2,4,25,6,5,0.11822843551635742,530688
2,4,25,6,5,0.1203761100769043,530496
4,4,25,8,7,0.12328195571899414,531888
4,4,25,8,7,0.11030077934265137,531620
4,4,25,8,7,0.11484026908874512,531568
4,4,25,8,7,0.11352658271789551,531304
4,4,25,8,7,0.10933732986450195,531912
6,4,25,8,7,0.13190889358520508,531600
6,4,25,8,7,0.1086733341217041,531460
6,4,25,8,7,0.11699104309082031,531756
6,4,25,8,7,0.10536050796508789,531688
6,4,25,8,7,0.0953974723815918,531272
8,4,25,8,7,0.10002470016479492,530752
8,4,25,8,7,0.09618568420410156,532084
8,4,25,8,7,0.0973806381225586,530700
8,4,25,8,7,0.09505057334899902,531144
8,4,25,8,7,0.10034036636352539,530880
10,4,25,10,10,0.09106969833374023,529620
10,4,25,10,10,0.09064817428588867,529952
10,4,25,10,10,0.09342622756958008,530080
10,4,25,10,10,0.09029960632324219,530476
10,4,25,10,10,0.09044814109802246,529876
12,4,25,8,7,0.10334324836730957,530792
12,4,25,8,7,0.0915374755859375,531344
12,4,25,8,7,0.10829925537109375,530548
12,4,25,8,7,0.09980440139770508,530452
12,4,25,8,7,0.11029410362243652,531008
14,4,25,13,14,0.32776761054992676,531296
14,4,25,13,14,0.3126492500305176,531056
14,4,25,13,14,0.31815505027770996,530924
14,4,25,13,14,0.3596675395965576,531344
14,4,25,13,14,0.29111337661743164,531336
16,4,25,11,10,0.2062678337097168,530976
16,4,25,11,10,0.23449373245239258,530432
16,4,25,11,10,0.21529364585876465,530888
16,4,25,11,10,0.24924182891845703,530680
16,4,25,11,10,0.22586846351623535,530784
18,4,25,7,7,0.09734678268432617,531016
18,4,25,7,7,0.09434652328491211,531952
18,4,25,7,7,0.0963904857635498,531548
18,4,25,7,7,0.09393930435180664,530756
18,4,25,7,7,0.08919858932495117,530720
2,8,5,6,5,0.22391104698181152,531828
2,8,5,6,5,0.2241535186767578,531756
2,8,5,6,5,0.2383251190185547,530524
2,8,5,6,5,0.24080181121826172,531512
2,8,5,6,5,0.23558568954467773,531848
4,8,5,8,7,0.21083426475524902,531028
4,8,5,8,7,0.21130061149597168,531912
4,8,5,8,7,0.22304773330688477,532004
4,8,5,8,7,0.21495270729064941,532136
4,8,5,8,7,0.22963690757751465,532208
6,8,5,8,7,0.22490549087524414,530996
6,8,5,8,7,0.22068357467651367,532160
6,8,5,8,7,0.21260738372802734,531160
6,8,5,8,7,0.23640131950378418,531876
6,8,5,8,7,0.22306251525878906,531880
8,8,5,8,7,0.19823837280273438,530732
8,8,5,8,7,0.227677583694458,531836
8,8,5,8,7,0.1896367073059082,530572
8,8,5,8,7,0.2040846347808838,531276
8,8,5,8,7,0.2129652500152588,531684
10,8,5,10,10,0.19013071060180664,529948
10,8,5,10,10,0.18910932540893555,530204
10,8,5,10,10,0.2036130428314209,529832
10,8,5,10,10,0.20327329635620117,529976
10,8,5,10,10,0.19055509567260742,530168
12,8,5,8,7,0.21800827980041504,531644
12,8,5,8,7,0.21186161041259766,531692
12,8,5,8,7,0.18881702423095703,530308
12,8,5,8,7,0.1950979232788086,531184
12,8,5,8,7,0.1976461410522461,529984
14,8,5,13,14,0.38833189010620117,531040
14,8,5,13,14,0.428804874420166,531004
14,8,5,13,14,0.40125370025634766,531056
14,8,5,13,14,0.41530728340148926,530844
14,8,5,13,14,0.43559765815734863,531180
16,8,5,11,10,0.31424903869628906,531092
16,8,5,11,10,0.4167008399963379,530592
16,8,5,11,10,0.33712196350097656,530052
16,8,5,11,10,0.3327500820159912,530684
16,8,5,11,10,0.33971190452575684,530376
18,8,5,7,7,0.17431068420410156,531564
18,8,5,7,7,0.20539188385009766,531340
18,8,5,7,7,0.20122790336608887,532256
18,8,5,7,7,0.20759892463684082,532104
18,8,5,7,7,0.18970847129821777,532528
2,8,15,6,5,0.11104011535644531,531048
2,8,15,6,5,0.11646866798400879,530552
2,8,15,6,5,0.10854363441467285,530844
2,8,15,6,5,0.11355781555175781,530868
2,8,15,6,5,0.14834237098693848,531256
4,8,15,8,7,0.12143135070800781,531416
4,8,15,8,7,0.1040189266204834,531488
4,8,15,8,7,0.12405562400817871,531492
4,8,15,8,7,0.12625336647033691,531572
4,8,15,8,7,0.10488605499267578,531384
6,8,15,8,7,0.0956733226776123,531356
6,8,15,8,7,0.10577869415283203,531336
6,8,15,8,7,0.0964517593383789,531512
6,8,15,8,7,0.08607292175292969,531076
6,8,15,8,7,0.10128593444824219,531480
8,8,15,8,7,0.09639716148376465,531472
8,8,15,8,7,0.08101177215576172,530908
8,8,15,8,7,0.09404253959655762,531000
8,8,15,8,7,0.08352303504943848,530864
8,8,15,8,7,0.09058642387390137,531016
10,8,15,10,10,0.08019042015075684,530092
10,8,15,10,10,0.0883476734161377,529984
10,8,15,10,10,0.07421660423278809,530152
10,8,15,10,10,0.08402633666992188,529828
10,8,15,10,10,0.09245800971984863,530024
12,8,15,8,7,0.10324764251708984,531756
12,8,15,8,7,0.09926819801330566,532020
12,8,15,8,7,0.08864116668701172,531648
12,8,15,8,7,0.09674811363220215,531732
12,8,15,8,7,0.0761404037475586,531840
14,8,15,13,14,0.3139803409576416,530164
14,8,15,13,14,0.3753790855407715,531084
14,8,15,13,14,0.3102855682373047,531316
14,8,15,13,14,0.31066012382507324,531088
14,8,15,13,14,0.2958862781524658,530992
16,8,15,11,10,0.20958709716796875,530916
16,8,15,11,10,0.2524125576019287,530976
16,8,15,11,10,0.22613096237182617,530856
16,8,15,11,10,0.2041628360748291,530716
16,8,15,11,10,0.27013468742370605,530828
18,8,15,7,7,0.07835674285888672,531788
18,8,15,7,7,0.08225798606872559,531916
18,8,15,7,7,0.08811593055725098,532692
18,8,15,7,7,0.08399772644042969,531872
18,8,15,7,7,0.08439755439758301,532784
2,8,25,6,5,0.11245536804199219,531040
2,8,25,6,5,0.11613106727600098,530920
2,8,25,6,5,0.10366439819335938,530648
2,8,25,6,5,0.10490703582763672,530916
2,8,25,6,5,0.12200498580932617,531036
4,8,25,8,7,0.10249853134155273,531584
4,8,25,8,7,0.11558651924133301,531536
4,8,25,8,7,0.11608004570007324,531456
4,8,25,8,7,0.10980653762817383,531456
4,8,25,8,7,0.10347867012023926,531452
6,8,25,8,7,0.0864725112915039,531568
6,8,25,8,7,0.09407734870910645,531612
6,8,25,8,7,0.09281563758850098,531416
6,8,25,8,7,0.09983587265014648,531592
6,8,25,8,7,0.10140109062194824,531192
8,8,25,8,7,0.07757306098937988,530920
8,8,25,8,7,0.09853720664978027,530924
8,8,25,8,7,0.08165335655212402,531264
8,8,25,8,7,0.0865945816040039,530660
8,8,25,8,7,0.08224320411682129,530848
10,8,25,10,10,0.08428454399108887,529792
10,8,25,10,10,0.07442641258239746,530444
10,8,25,10,10,0.08719515800476074,530036
10,8,25,10,10,0.09956502914428711,530360
10,8,25,10,10,0.10039615631103516,529876
12,8,25,8,7,0.07823848724365234,530348
12,8,25,8,7,0.08012938499450684,531228
12,8,25,8,7,0.07515978813171387,531028
12,8,25,8,7,0.0829312801361084,530916
12,8,25,8,7,0.07016253471374512,530776
14,8,25,13,14,0.28827476501464844,530428
14,8,25,13,14,0.30774474143981934,531468
14,8,25,13,14,0.3419508934020996,530352
14,8,25,13,14,0.3209550380706787,531176
14,8,25,13,14,0.302227258682251,530064
16,8,25,11,10,0.21532320976257324,531044
16,8,25,11,10,0.2134542465209961,530932
16,8,25,11,10,0.22512197494506836,530912
16,8,25,11,10,0.24060964584350586,530852
16,8,25,11,10,0.20441579818725586,530856
18,8,25,7,7,0.07139134407043457,531292
18,8,25,7,7,0.07481265068054199,530812
18,8,25,7,7,0.07443594932556152,530924
18,8,25,7,7,0.07312321662902832,530956
18,8,25,7,7,0.07080626487731934,531032
