nworkers, batch_size, walk_size, |E|, media de tempo, limite inferior, limete superior
1,5,2,17,53.082822465896605,52.31672729662126,53.84891763517195
1,5,4,14,1.6064742088317872,1.5405380799228712,1.6724103377407031
1,5,6,27,14.548107385635376,13.332932534634159,15.763282236636593
1,5,8,10,2.395941877365112,2.1425656508459174,2.649318103884307
1,5,10,6,1.554875087738037,1.5378017291015182,1.5719484463745559
1,5,12,36,7.977777671813965,7.587406691480098,8.368148652147832
1,5,14,51,3.497416114807129,3.2665341714214735,3.7282980581927845
1,5,16,30,68.53305244445801,65.23531021061025,71.83079467830576
1,5,18,24,1.7154412746429444,1.6922648589208609,1.738617690365028
1,15,2,17,54.52269644737244,50.98408937871936,58.06130351602552
1,15,4,14,1.3455836296081543,1.2981496139828117,1.3930176452334968
1,15,6,27,13.45251531600952,13.322913841075838,13.582116790943203
1,15,8,10,2.086320686340332,2.0393785754752414,2.1332627972054223
1,15,10,6,1.278578281402588,1.2463267017101791,1.3108298610949967
1,15,12,36,7.629849815368653,7.062699129670403,8.197000501066903
1,15,14,51,3.1127078533172607,2.9139215486975316,3.31149415793699
1,15,16,30,67.28311309814453,62.51800179483219,72.04822440145686
1,15,18,24,1.4785440921783448,1.3996405263631249,1.5574476579935648
1,25,2,17,53.844543647766116,52.75537579723836,54.933711498293874
1,25,4,14,1.1283424377441407,1.0763980728015374,1.180286802686744
1,25,6,27,14.126358938217162,13.292437582918545,14.96028029351578
1,25,8,10,1.957248592376709,1.8670003055850612,2.0474968791683565
1,25,10,6,1.1345009326934814,1.0841643437606532,1.1848375216263096
1,25,12,36,7.550446653366089,7.131378823005512,7.969514483726666
1,25,14,51,3.41007080078125,3.1881252456497706,3.632016355912729
1,25,16,30,66.73861465454101,61.016224308802826,72.46100500027919
1,25,18,24,1.3350607395172118,1.2636419714989957,1.406479507535428
2,5,2,17,46.2565860748291,44.884996204765166,47.62817594489304
2,5,4,14,1.1733242511749267,1.0098227082398654,1.336825794109988
2,5,6,27,9.965258312225341,9.59126867637876,10.339247948071922
2,5,8,10,1.416363000869751,1.367875622312892,1.46485037942661
2,5,10,6,1.0929744720458985,1.0719321789069272,1.1140167651848698
2,5,12,36,5.420910406112671,5.296849024129032,5.544971788096309
2,5,14,51,3.1737674713134765,2.946666220500755,3.400868722126198
2,5,16,30,65.5661328792572,63.047404853757094,68.0848609047573
2,5,18,24,1.2736056327819825,1.215323963707715,1.33188730185625
2,15,2,17,38.618523025512694,38.30918071986151,38.92786533116388
2,15,4,14,0.8224315643310547,0.7455336168599422,0.8993295118021671
2,15,6,27,9.365386390686036,9.092454662102321,9.63831811926975
2,15,8,10,1.4027966022491456,1.3576554013808024,1.4479378031174888
2,15,10,6,0.8301528930664063,0.7442472996659798,0.9160584864668327
2,15,12,36,5.195782661437988,4.891699737236417,5.49986558563956
2,15,14,51,2.260731077194214,2.113474431640236,2.407987722748192
2,15,16,30,51.30086760520935,49.52110701555917,53.08062819485953
2,15,18,24,0.9482316493988037,0.907396647216617,0.9890666515809904
2,25,2,17,33.49392194747925,31.794767228125615,35.19307666683289
2,25,4,14,0.987575626373291,0.6222439431397542,1.3529073096068278
2,25,6,27,9.40071120262146,8.00778216123932,10.793640244003601
2,25,8,10,1.1570334911346436,1.031080136742983,1.2829868455263043
2,25,10,6,0.7832424163818359,0.7556202261992976,0.8108646065643742
2,25,12,36,4.647920608520508,4.335997660883469,4.959843556157547
2,25,14,51,1.968839454650879,1.7287851353590944,2.2088937739426635
2,25,16,30,44.22763080596924,43.46026112246015,44.99500048947833
2,25,18,24,0.8746320247650147,0.8418178427813943,0.9074462067486351
4,5,2,17,29.709950733184815,28.143344262592674,31.276557203776957
4,5,4,14,0.7752324104309082,0.7488127975291178,0.8016520233326986
4,5,6,27,6.033452463150025,5.75428062325968,6.312624303040369
4,5,8,10,0.9310524463653564,0.9057793316241386,0.9563255611065743
4,5,10,6,0.8685818195343018,0.7249935577434942,1.0121700813251095
4,5,12,36,3.6031392574310304,3.2406794776167045,3.9655990372453562
4,5,14,51,2.357106018066406,2.201635304023542,2.5125767321092702
4,5,16,30,45.25712804794311,42.62139042860368,47.89286566728254
4,5,18,24,0.8411314010620117,0.8212396700989854,0.861023132025038
4,15,2,17,25.588732624053954,25.07102873949696,26.106436508610948
4,15,4,14,0.6052470684051514,0.5478662414786822,0.6626278953316206
4,15,6,27,5.36840591430664,5.16907394116647,5.56773788744681
4,15,8,10,0.7954312801361084,0.7777832770383933,0.8130792832338235
4,15,10,6,0.6048046112060547,0.5848955254943047,0.6247136969178047
4,15,12,36,3.0918532848358153,2.870869736165115,3.3128368335065157
4,15,14,51,1.7146541595458984,1.5484045470656975,1.8809037720260993
4,15,16,30,36.97587070465088,34.91241079415701,39.03933061514475
4,15,18,24,0.7386935710906982,0.6531461426592811,0.8242409995221154
4,25,2,17,19.648953771591188,17.610790484846426,21.68711705833595
4,25,4,14,0.4103265285491943,0.3973014157744216,0.4233516413239671
4,25,6,27,4.795248079299927,4.633134885939641,4.957361272660212
4,25,8,10,0.5673061847686768,0.486612003051131,0.6480003664862226
4,25,10,6,0.4005472660064697,0.38488898242336383,0.4162055495895756
4,25,12,36,2.648276710510254,2.34894913790497,2.947604283115538
4,25,14,51,1.4225608825683593,1.3145961673438933,1.5305255977928254
4,25,16,30,26.211131715774535,25.135780732348024,27.286482699201045
4,25,18,24,0.4901452541351318,0.4741213617119055,0.5061691465583582
8,5,2,17,20.505601739883424,19.33169988651328,21.679503593253568
8,5,4,14,0.702269458770752,0.6567113978487027,0.7478275196928013
8,5,6,27,4.388591766357422,4.008596244139674,4.76858728857517
8,5,8,10,0.6442056179046631,0.6054845036879284,0.6829267321213979
8,5,10,6,0.7176353931427002,0.6699163229310877,0.7653544633543127
8,5,12,36,2.7118146419525146,2.42928133725921,2.9943479466458194
8,5,14,51,1.9674957275390625,1.7345917157639492,2.200399739314176
8,5,16,30,29.853308153152465,28.63161972080493,31.0749965855
8,5,18,24,0.7513664722442627,0.720892779655931,0.7818401648325943
8,15,2,17,18.047737264633177,16.735893961999047,19.359580567267308
8,15,4,14,0.3936349391937256,0.3674333160899597,0.4198365622974915
8,15,6,27,4.213540267944336,3.7130287137536686,4.714051822135003
8,15,8,10,0.5124715805053711,0.4927522654943448,0.5321908955163974
8,15,10,6,0.3609135627746582,0.34075093128774786,0.3810761942615685
8,15,12,36,2.1841808795928954,1.9612784224986415,2.4070833366871494
8,15,14,51,1.3530744075775147,1.2175340795007004,1.4886147356543291
8,15,16,30,23.658452033996582,21.62104514609538,25.695858921897784
8,15,18,24,0.42597131729125975,0.40940912326656886,0.44253351131595065
8,25,2,17,18.133784151077272,17.430455168273106,18.837113133881438
8,25,4,14,0.410218620300293,0.38660584557383787,0.4338313950267481
8,25,6,27,4.59088716506958,4.381204592238592,4.800569737900568
8,25,8,10,0.5811232566833496,0.5304387471784254,0.6318077661882738
8,25,10,6,0.38964004516601564,0.36780814271434403,0.41147194761768724
8,25,12,36,2.667202091217041,2.552527620095451,2.7818765623386312
8,25,14,51,1.2829642295837402,1.177947713166944,1.3879807460005364
8,25,16,30,22.282622623443604,21.83687914980137,22.72836609708584
8,25,18,24,0.47654027938842775,0.45878831272047693,0.49429224605637856
